bmw,bmw-e39-5-series,BMW E39 5 Series Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-LA4-342,4 Points,Front Lower Bar / Front Member Brace	Code: UR-LA4-342	Specification: 4 Points	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer bar	Code: UR-AR27-284	Specification: 27mm solid with Polyurethane Bushing (Standard 23mm Solid)	Front Strut Bar / Front Tower Bar	Code: UR-TW2-341	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/bmw-e39-5-series-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Rear Strut Bar / Rear Tower Bar,UR-AR24-251,24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow)	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-strut-bar-rear-tower-bar/
bmw,bmw-e28-2-0-2wd-1981,BMW E28 2.0 2WD (1981) Rear Sway Bar / Rear Stabilizer Bar / Rear Anti-roll Bar,,,,http://ultraracing.my/ecatalog/index.php/product/bmw-e28-2-0-2wd-1981-rear-sway-bar-rear-stabilizer-bar-rear-anti-roll-bar/
volvo,volvo-xc90-2-5-2002,Volvo XC90 2.5 (2002) Rear Lower Bar / Rear Member Brace,UR-TW2-1126,,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1126	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/volvo-xc90-2-5-2002-rear-lower-bar-rear-member-brace/
audi-2,audi-sq5-4wd-3-0-tdi-2013,Audi SQ-5 (4WD) 3.0 TDI (2013) Middle Lower Bar / Middle Member Brace,UR-LA4-1195,4 Points,Front Lower Bar / Front Member Brace	Code: UR-LA4-1195	Specification: 4 Points	Rear Torsion Bar / Rear Frame Brace	Code: UR-RT2-1753	Specification: 2 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1752	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-sq-5-4wd-3-0-tdi-2013-middle-lower-bar-middle-member-brace/
volvo,volvo-xc90-2-5-2002,Volvo XC90 2.5 (2002) Front Strut Bar / Front Tower Bar,,,,http://ultraracing.my/ecatalog/index.php/product/volvo-xc90-2-5-2002-front-strut-bar-front-tower-bar/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Rear Lower Bar / Rear Member Brace,UR-AR23-138,23mm Solid with Polyurethane Bushing (Standard 23mm Hollow),Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR23-138	Specification: 23mm Solid with Polyurethane Bushing (Standard 23mm Hollow)	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-1211	Specification: 2 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Remark: For RHD Only,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-rear-lower-bar-rear-member-brace-3/
audi-2,audi-sq5-4wd-3-0-tdi-2013,Audi SQ-5 (4WD) 3.0 TDI (2013) Rear Torsion Bar / Rear Frame Brace,UR-ML4-1196,4 Points,Middle Lower Bar / Middle Member Brace	Code: UR-ML4-1196	Specification: 4 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1195	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1752	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-sq-5-4wd-3-0-tdi-2013-rear-torsion-bar-rear-frame-brace/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Rear Lower Bar / Rear Member Brace,UR-TW2-1212,2 Points,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Remark: For RHD Only	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR23-138	Specification: 23mm Solid with Polyurethane Bushing (Standard 23mm Hollow)	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-1211	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-rear-lower-bar-rear-member-brace-2/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-RL4-1210,4 Points,Rear Lower Bar / Rear Member Brace	Code: UR-RL4-1210	Specification: 4 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-1211	Specification: 2 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Remark: For RHD Only,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
volvo,volvo-xc90-2-5-2002,Volvo XC90 2.5 (2002) Front Lower Bar / Front Member Brace,UR-TW2-1126,,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1126	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/volvo-v60-t4-1-6t-2010-rear-lower-bar-rear-member-brace-copy-copy/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Front Lower Bar / Front Member Brace,UR-RL2-1211,2 Points,Rear Lower Bar / Rear Member Brace	Code: UR-RL2-1211	Specification: 2 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR23-138	Specification: 23mm Solid with Polyurethane Bushing (Standard 23mm Hollow)	Rear Lower Bar / Rear Member Brace	Code: UR-RL4-1210	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Remark: For RHD Only,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-front-lower-bar-front-member-brace/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Rear Lower Bar / Rear Member Brace,UR-RL4-1210,4 Points,Rear Lower Bar / Rear Member Brace	Code: UR-RL4-1210	Specification: 4 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Remark: For RHD Only	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR23-138	Specification: 23mm Solid with Polyurethane Bushing (Standard 23mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-rear-lower-bar-rear-member-brace/
audi-2,audi-sq5-4wd-3-0-tdi-2013,Audi SQ-5 (4WD) 3.0 TDI (2013) Front Strut Bar / Front Tower Bar,UR-LA4-1195,4 Points,Front Lower Bar / Front Member Brace	Code: UR-LA4-1195	Specification: 4 Points	Middle Lower Bar / Middle Member Brace	Code: UR-ML4-1196	Specification: 4 Points	Rear Torsion Bar / Rear Frame Brace	Code: UR-RT2-1753	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-sq-5-4wd-3-0-tdi-2013-front-strut-bar-front-tower-bar/
volvo,volvo-xc90-2-5-2002,Volvo XC90 2.5 (2002) Front Lower Bar / Front Member Brace,UR-TW2-1126,,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1126	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/volvo-xc90-2-5-2002-front-lower-bar-front-member-brace/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Rear Lower Bar / Rear Member Brace,UR-TW2-1212,2 Points,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-lower-bar-rear-member-brace-4/
audi-2,audi-tt-8j-2006,Audi TT 8J (2006) Front Strut Bar / Front Tower Bar,UR-AR23-138,23mm Solid with Polyurethane Bushing (Standard 23mm Hollow),Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR23-138	Specification: 23mm Solid with Polyurethane Bushing (Standard 23mm Hollow)	Rear Lower Bar / Rear Member Brace	Code: UR-RL4-1210	Specification: 4 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-1211	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8j-2006-front-strut-bar-front-tower-bar/
audi-2,audi-tts-quattro-2008,Audi TTS quattro (2008) Rear Lower Bar / Rear Member Brace,UR-TW2-1212,2 Points,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-lower-bar-rear-member-brace-3/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-RL4-1435,4 Points,Rear Lower Bar / Rear Member Brace	Code: UR-RL4-1435	Specification: 4 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-988	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Front Strut Bar / Front Tower Bar,UR-RL2-988,2 Points,Rear Lower Bar / Rear Member Brace	Code: UR-RL2-988	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-front-strut-bar-front-tower-bar/
volvo,volvo-xc90-2-5-2002,Volvo XC90 2.5 (2002) Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-TW2-1126,,Front Strut Bar / Front Tower Bar	Code: UR-TW2-1126	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/volvo-xc90-2-5-2002-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
audi-2,audi-sq5-4wd-3-0-tdi-2013,Audi SQ-5 (4WD) 3.0 TDI (2013) Front Lower Bar / Front Member Brace,UR-RT2-1753,2 Points,Rear Torsion Bar / Rear Frame Brace	Code: UR-RT2-1753	Specification: 2 Points	Middle Lower Bar / Middle Member Brace	Code: UR-ML4-1196	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1752	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-sq-5-4wd-3-0-tdi-2013-front-lower-bar-front-member-brace/
audi-2,audi-tt-8n-1-8t-1998,Audi TT 8N 1.8T (1998) Middle Lower Bar / Middle Member Brace,UR-RE2-2089,2 Points,Rear Strut Bar / Rear Tower Bar	Code: UR-RE2-2089	Specification: 2 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR18-321	Specification: 18mm Solid	Remark: For 2WD Only	Front Lower Bar / Front Member Brace	Code: UR-LA2-2090	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8n-1-8t-1998-middle-lower-bar-middle-member-brace/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Front Lower Bar / Front Member Brace,UR-AR24-251,24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow)	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Rear Lower Bar / Rear Member Brace	Code: UR-RL2-988	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-front-lower-bar-front-member-brace/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Rear Lower Bar / Rear Member Brace,UR-LA4-1209,4 Points,Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-lower-bar-rear-member-brace/
audi-2,audi-tts-quattro-2008,Audi TTS Quattro (2008) Rear Lower Bar / Rear Member Brace,UR-LA4-1209,4 Points,Front Lower Bar / Front Member Brace	Code: UR-LA4-1209	Specification: 4 Points	Front Strut Bar / Front Tower Bar	Code: UR-TW2-1212	Specification: 2 Points	Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR24-251	Specification: 24mm Solid with Polyurethane Bushing (Standard 22mm Hollow),http://ultraracing.my/ecatalog/index.php/product/audi-tts-quattro-2008-rear-lower-bar-rear-member-brace-2/
bmw,bmw-e39-m5-4-9-v8-2wd-1998,BMW E39 M5 4.9 V8 2WD (1998) Rear Member Brace / Rear Lower Bar,URKR-RL2-3065,2 Points,Rear Member Brace / Rear Lower Bar	Code: URKR-RL2-3065	Specification: 2 Points	(Fabrication based on Korea models)	Front Strut Bar / Front Upper Brace / Front Tower Bar	Code: URKR-TW2-3061	Specification: 2 Points	(Fabrication based on Korea models)	Front Member Brace / Front Lower Bar	Code: URKR-LA2-3063	Specification: 2 Points	(Fabrication based on Korea models)	Front Member Brace / Front Lower Bar	Code: URKR-LA2-3062	Specification: 2 Points	(Fabrication based on Korea models),http://ultraracing.my/ecatalog/index.php/product/bmw-e39-m5-4-9-v8-2wd-1998-rear-member-brace-rear-lower-bar/
audi-2,audi-tt-8n-1-8t-1998,Audi TT 8N 1.8T (1998) Front Lower Bar / Front Member Brace,UR-AR18-321,18mm Solid,Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar	Code: UR-AR18-321	Specification: 18mm Solid	Remark: For 2WD Only	Middle Lower Bar / Middle Member Brace	Code: UR-ML2-2091	Specification: 2 Points	Rear Strut Bar / Rear Tower Bar	Code: UR-RE2-2089	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8n-1-8t-1998-front-lower-bar-front-member-brace/
bmw,bmw-e39-m5-4-9-v8-2wd-1998,BMW E39 M5 4.9 V8 2WD (1998) Front Member Brace / Front Lower Bar,URKR-RL4-3064,4 Points,Rear Member Brace / Rear Lower Bar	Code: URKR-RL4-3064	Specification: 4 Points	(Fabrication based on Korea models)		Front Strut Bar / Front Upper Brace / Front Tower Bar	Code: URKR-TW2-3061	Specification: 2 Points	(Fabrication based on Korea models)	Rear Member Brace / Rear Lower Bar	Code: URKR-RL2-3065	Specification: 2 Points	(Fabrication based on Korea models)	Front Member Brace / Front Lower Bar	Code: URKR-LA2-3063	Specification: 2 Points	(Fabrication based on Korea models),http://ultraracing.my/ecatalog/index.php/product/bmw-e39-m5-4-9-v8-2wd-1998-front-member-brace-front-lower-bar/
bmw,bmw-e30-3-series,BMW E30 3 Series Rear Strut Bar / Rear Tower Bar,UR-LA4-1082,4 Points (Only For Vehicles with Power Steering),Front Lower Bar / Front Member Brace	Code: UR-LA4-1082	Specification: 4 Points (Only For Vehicles with Power Steering)	Remark: For 4 Doors Only	Front Lower Bar / Front Member Brace	Code: UR-LA4-2841	Specification: 4 Points	Remark: For 2 Doors Only	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR23-224	Specification: 23mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR20-103	Specification: 20mm solid with Polyurethane Bushing (Standard 18mm solid),http://ultraracing.my/ecatalog/index.php/product/bmw-e30-3-series-rear-strut-bar-rear-tower-bar/
bmw,bmw-e39-m5-4-9-v8-2wd-1998,BMW E39 M5 4.9 V8 2WD (1998) Front Strut Bar / Front Upper Brace / Front Tower Bar,URKR-LA2-3063,2 Points,Front Member Brace / Front Lower Bar	Code: URKR-LA2-3063	Specification: 2 Points	(Fabrication based on Korea models)	Rear Member Brace / Rear Lower Bar	Code: URKR-RL4-3064	Specification: 4 Points	(Fabrication based on Korea models)		Rear Member Brace / Rear Lower Bar	Code: URKR-RL2-3065	Specification: 2 Points	(Fabrication based on Korea models)	Front Member Brace / Front Lower Bar	Code: URKR-LA2-3062	Specification: 2 Points	(Fabrication based on Korea models),http://ultraracing.my/ecatalog/index.php/product/bmw-e39-m5-4-9-v8-2wd-1998-front-strut-bar-front-upper-brace-front-tower-bar/
bmw,bmw-e30-3-series,BMW E30 3 Series Front Strut Bar / Front Tower Bar,UR-AR20-103,20mm solid with Polyurethane Bushing (Standard 18mm solid),Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR20-103	Specification: 20mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Lower Bar / Front Member Brace	Code: UR-LA4-1082	Specification: 4 Points (Only For Vehicles with Power Steering)	Remark: For 4 Doors Only	Front Lower Bar / Front Member Brace	Code: UR-LA4-2841	Specification: 4 Points	Remark: For 2 Doors Only	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR23-224	Specification: 23mm solid with Polyurethane Bushing (Standard 18mm solid),http://ultraracing.my/ecatalog/index.php/product/bmw-e30-3-series-front-strut-bar-front-tower-bar-2/
audi-2,audi-tt-8n-1-8t-1998,Audi TT 8N 1.8T (1998) Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-RE2-2089,2 Points,Rear Strut Bar / Rear Tower Bar	Code: UR-RE2-2089	Specification: 2 Points	Middle Lower Bar / Middle Member Brace	Code: UR-ML2-2091	Specification: 2 Points	Front Lower Bar / Front Member Brace	Code: UR-LA2-2090	Specification: 2 Points,http://ultraracing.my/ecatalog/index.php/product/audi-tt-8n-1-8t-1998-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
bmw,bmw-e30-3-series,BMW E30 3 Series Front Strut Bar / Front Tower Bar,UR-LA4-1082,4 Points (Only For Vehicles with Power Steering),Front Lower Bar / Front Member Brace	Code: UR-LA4-1082	Specification: 4 Points (Only For Vehicles with Power Steering)	Remark: For 4 Doors Only	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR20-103	Specification: 20mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR23-224	Specification: 23mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Lower Bar / Front Member Brace	Code: UR-LA4-2841	Specification: 4 Points	Remark: For 2 Doors Only,http://ultraracing.my/ecatalog/index.php/product/bmw-e30-3-series-front-strut-bar-front-tower-bar/
bmw,bmw-e30-3-series,BMW E30 3 Series Rear Anti-roll Bar / Rear Sway Bar / Rear Stabilizer Bar,UR-LA4-1082,4 Points (Only For Vehicles with Power Steering),Front Lower Bar / Front Member Brace	Code: UR-LA4-1082	Specification: 4 Points (Only For Vehicles with Power Steering)	Remark: For 4 Doors Only	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR20-103	Specification: 20mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR23-224	Specification: 23mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Lower Bar / Front Member Brace	Code: UR-LA4-2841	Specification: 4 Points	Remark: For 2 Doors Only,http://ultraracing.my/ecatalog/index.php/product/bmw-e30-3-series-rear-anti-roll-bar-rear-sway-bar-rear-stabilizer-bar/
bmw,bmw-e30-3-series,BMW E30 3 Series Front Lower Bar / Front Member Brace,UR-LA4-1082,4 Points (Only For Vehicles with Power Steering),Front Lower Bar / Front Member Brace	Code: UR-LA4-1082	Specification: 4 Points (Only For Vehicles with Power Steering)	Remark: For 4 Doors Only	Front Strut Bar / Front Tower Bar	Code: UR-TW2-069	Specification: 2 Points	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR20-103	Specification: 20mm solid with Polyurethane Bushing (Standard 18mm solid)	Front Anti-roll Bar / Front Sway Bar / Front Stabilizer Bar	Code: UR-AR23-224	Specification: 23mm solid with Polyurethane Bushing (Standard 18mm solid),http://ultraracing.my/ecatalog/index.php/product/bmw-e30-3-series-front-lower-bar-front-member-brace-2/
bmw,bmw-e39-m5-4-9-v8-2wd-1998,BMW E39 M5 4.9 V8 2WD (1998) Front Member Brace / Front Lower Bar,URKR-RL2-3065,2 Points,Rear Member Brace / Rear Lower Bar	Code: URKR-RL2-3065	Specification: 2 Points	(Fabrication based on Korea models)	Front Member Brace / Front Lower Bar	Code: URKR-LA2-3062	Specification: 2 Points	(Fabrication based on Korea models)	Front Strut Bar / Front Upper Brace / Front Tower Bar	Code: URKR-TW2-3061	Specification: 2 Points	(Fabrication based on Korea models)	Rear Member Brace / Rear Lower Bar	Code: URKR-RL4-3064	Specification: 4 Points	(Fabrication based on Korea models)	,http://ultraracing.my/ecatalog/index.php/product/bmw-e39-m5-4-9-v8-2wd-1998-front-member-brace-front-lower-bar-2/
